날짜,WTI,Brent,Dubai
2012-06-29,84.86,96.13,92.89
2012-06-28,77.89,91.39,91.77
2012-06-27,80.25,92.96,91.24
2012-06-26,79.39,91.66,91.01
2012-06-25,79.16,89.87,89.81
2012-06-22,79.68,90.15,89.15
2012-06-21,78.21,89.18,90.67
2012-06-20,81.32,93.1,94.27
2012-06-19,84.11,95.48,93.85
2012-06-18,83.12,95.72,96.47
2012-06-15,84,97.29,96.66
2012-06-14,84.11,96.81,95.59
2012-06-13,82.54,97.22,93.84
2012-06-12,83.31,96.72,95.41
2012-06-11,82.47,98.05,98.66
2012-06-08,84.28,98.39,96.51
2012-06-07,84.56,99.92,97.49
2012-06-06,85.05,100.91,97.14
2012-06-05,84.19,100.0833333,95.99
2012-06-04,84.07,99.25666667,95.16
2012-06-01,83.27,98.43,98.43
2012-05-31,86.58,101.75,101.59
2012-05-30,87.63,103.49,103.39
2012-05-29,90.78,107.02,105.01
2012-05-28,90.76,107.45,104.71
2012-05-25,90.74,107.26,103.84
2012-05-24,90.51,106.96,102.24
2012-05-23,90.59,106.19,103.69
2012-05-22,91.48,109.18,105.5
2012-05-21,97.71,108.91,105.13
2012-05-18,91.63,107.66,104.48
2012-05-17,92.5,118.35,107.16
2012-05-16,92.79,111.38,107.76
2012-05-15,93.65,111.73,108.63
2012-05-14,94.66,111.22,107.94
2012-05-11,96,112.43,108.41
2012-05-10,96.98,112.71,109.38
2012-05-09,96.59,112.68,108.93
2012-05-08,97.15,112.49,108.97
2012-05-07,98.53,112.49,109.24
2012-05-04,98.53,112.49,112.92
2012-05-03,102.54,115.99,115.55
2012-05-02,105.21,117.86,116.59
2012-05-01,106.11,119.29,116.32
2012-04-30,104.88,119.04,116.38
2012-04-27,104.89,119.29,116.32
2012-04-26,104.58,119.58,115.82
2012-04-25,103.85,118.24,115.18
2012-04-24,103.34,117.81,114.41
2012-04-23,102.88,117.55,114.57
2012-04-20,103.39,118.26,115.45
2012-04-19,102.29,117.58,115.4
2012-04-18,102.67,116.55,115.58
2012-04-17,104.26,118,115.18
2012-04-16,103.07,118.3,116.23
2012-04-13,102.85,121.11,118.38
2012-04-12,103.65,121.06,117.56
2012-04-11,102.69,120.12,116.77
2012-04-10,101.08,120.58,119.17
2012-04-09,102.52,121.895,119.69
2012-04-05,103.26,123.21,120.74
2012-04-04,101.72,122.63,122
2012-04-03,104.08,125.24,121.97
2012-04-02,105.36,125.09,119.97
2012-03-30,103.1,123.15,120.38
2012-03-29,102.84,122.78,121.57
2012-03-28,105.41,124.3,122.07
2012-03-27,107.31,125.32,123.16
2012-03-26,107.15,125.81,122.91
2012-03-23,106.68,125.04,122.18
2012-03-22,105.21,122.84,121.99
2012-03-21,107.03,123.94,123.09
2012-03-20,105.74,124.01,123.17
2012-03-19,108.12,125.76,123.94
2012-03-16,107.12,125.42,122.23
2012-03-15,105.17,123.67,123.64
2012-03-14,105.54,125.78,124.22
2012-03-13,106.81,126.93,124.21
2012-03-12,106.49,126.14,123.67
2012-03-09,107.37,126.74,123.62
2012-03-08,106.78,126.79,123.29
2012-03-07,106.29,124.48,120.75
2012-03-06,104.78,123.32,121.65
2012-03-05,106.83,125.19,121.09
2012-03-02,107.42,125.02,122.25
2012-03-01,109.36,126.28,119.64
2012-02-29,107.08,122.68,120.02
2012-02-28,106.62,122.96,121.81
2012-02-27,108.55,124.7,122.56
2012-02-24,109.58,125.21,121.57
2012-02-23,107.68,123.94,120.22
2012-02-22,106.1,123.45,119.42
2012-02-21,105.82,121.55,117.69
2012-02-20,104.595,120.86,117.98
2012-02-17,103.37,119.93,117.45
2012-02-16,102.29,120.61,116.23
2012-02-15,101.79,119.92,116.43
2012-02-14,100.84,118.47,115.25
2012-02-13,100.85,118.7,115.91
2012-02-10,98.78,117.7,115.22
2012-02-09,99.85,118.63,114.53
2012-02-08,98.84,116.95,113.85
2012-02-07,98.6,116.46,113.25
2012-02-06,97.1,115.97,111.7
2012-02-03,97.73,113.38,109.9
2012-02-02,96.52,111.78,109.67
2012-02-01,97.59,111.74,109.14
2012-01-31,98.48,110.63,109.59
2012-01-30,98.9,110.5,109.75
2012-01-27,99.6,110.91,109.14
2012-01-26,99.75,110.08,108.78
2012-01-25,99.39,109.17,108.29
2012-01-24,98.91,109.29,108.6933333
2012-01-23,99.7,110.03,109.0966667
2012-01-20,98.43,109.06,109.5
2012-01-19,100.32,110.46,109.47
2012-01-18,100.67,110.07,109.61
2012-01-17,100.69,110.75,110.29
2012-01-16,99.8,110.8,109.46
2012-01-13,98.91,110.14,109.84
2012-01-12,98.96,112.08,110.69
2012-01-11,100.88,112.14,110.95
2012-01-10,102.29,112.98,110.39
2012-01-09,101.33,111.7,110.5
2012-01-06,101.62,112.3,109.92
2012-01-05,102.53,113.26,110.23
2012-01-04,103.24,113.43,108.49
2012-01-03,103.08,111.69,105.91
2011-12-30,99.22,106.93,104.89
2011-12-29,99.64,107.33,104.61
2011-12-28,99.42,107.48,105.77
2011-12-27,101.25,107.815,105.33
2011-12-23,99.61,108.15,105.48
2011-12-22,99.42,108.43,105.27
2011-12-21,98.63,108,104.71
2011-12-20,97.23,107.3,102.25
2011-12-19,93.82,104.34,100.96
2011-12-16,93.77,103.94,101.98
2011-12-15,93.75,105.06,102.99
2011-12-14,97.39,105.49,106.57
2011-12-13,100,109.17,105.51
2011-12-12,97.9,107.54,105.87
2011-12-09,99.44,108.14,105.62
2011-12-08,99.34,108.12,107.97
2011-12-07,100.42,109.72,108.86
2011-12-06,101.26,110.49,107.31
2011-12-05,100.93,110.54,108.8
2011-12-02,100.51,109.63,107.56
2011-12-01,100.27,108.95,107.39
2011-11-30,100.06,110.76,108.26
2011-11-29,99.79,110.02,107.35
2011-11-28,97.43,109.16,107.18
2011-11-25,97.21333333,106.54,106.32
2011-11-24,96.99666667,107.55,106.8
2011-11-23,96.78,106.83,107.39
2011-11-22,97.71,108.38,106.67
2011-11-21,97.38,106.5,106.21
2011-11-18,97.55,107.65,107.65
2011-11-17,100.48,108.68,109.72
2011-11-16,102.37,112.1,110.59
2011-11-15,99.45,112.19,109.53
2011-11-14,98.19,112.38,110.7
2011-11-11,98.93,114.23,110.32
2011-11-10,97.8,113.56,108.48
2011-11-09,96.01,113.76,110.52
2011-11-08,96.83,115.41,111.26
2011-11-07,95.71,114.91,109.13
2011-11-04,94.3,112.06,107
2011-11-03,94.12,110.87,104.31
2011-11-02,92.58,110.08,106.24
2011-11-01,91.85,108.11,103.65
2011-10-31,93.08,108.76,105.8
2011-10-28,93.64,110.34,107.13
2011-10-27,93.96,111.93,106.97
2011-10-26,90.4,109.61,106.975
2011-10-25,92.26,111.53,106.98
2011-10-24,91.36,111.66,107.08
2011-10-21,86.74,110.78,105.56
2011-10-20,85.69,109.45,105.38
2011-10-19,86.1,110.08,105.53
2011-10-18,88.57,110.72,105.22
2011-10-17,86.42,111.57,107.37
2011-10-14,87,114.34,105.25
2011-10-13,86.51,110.98,103.94
2011-10-12,85.74,111.86,104.71
2011-10-11,85.88,110.48,102.23
2011-10-10,85.32,109.23,101.31
2011-10-07,82.97,106.28,100.35
2011-10-06,82.42,104.68,98.67
2011-10-05,79.56,103.08,97.08
2011-10-04,75.51,101.27,96.76
2011-10-03,77.5,103.1,97.41
2011-09-30,79.19,103.98,100.61
2011-09-29,82.16,105.67,101.68
2011-09-28,81.3,106.15,103.49
2011-09-27,84.37,108.23,102.61
2011-09-26,80.6,105.61,99.74
2011-09-23,79.93,106.45,103.18
2011-09-22,80.22,107.61,104.38
2011-09-21,85.75,113.09,107.11
2011-09-20,86.61,112.64,106.1
2011-09-19,85.71,111.19,107.83
2011-09-16,87.94,114.15,108.2
2011-09-15,89.33,116.38,105.4
2011-09-14,88.83,112.93,105.68
2011-09-13,90.1,113.06,106.32
2011-09-12,88.26,113.72,105.24
2011-09-09,87.28,113.88,109.15
2011-09-08,88.86,116.54,110.08
2011-09-07,89.29,116.85,108.73
2011-09-06,85.97,113.28,105.83
2011-09-05,86.25,111.93,106.77
2011-09-02,86.53,114.18,108.93
2011-09-01,88.98,115.85,109.34
2011-08-31,88.82,115.85,109.73
2011-08-30,88.88,115.08,108.29
2011-08-29,87.38,113.445,106.85
2011-08-26,85.37,111.81,105.98
2011-08-25,85.13,111.33,106.54
2011-08-24,85.09,111.15,104.73
2011-08-23,85.61,109.94,104.58
2011-08-22,84.34,108.63,101.96
2011-08-19,82.33,108.94,100.98
2011-08-18,82.02,107.66,105.04
2011-08-17,87.55,111.1,104.79
2011-08-16,86.61,109.88,103.42
2011-08-15,87.89,109.51,103.12
2011-08-12,85.38,108.06,102.28
2011-08-11,85.68,107.15,102.11
2011-08-10,82.48,105.32,100.03
2011-08-09,79.12,103.26,100.895
2011-08-08,81.45,104.61,101.76
2011-08-05,86.88,108.1,101.05
2011-08-04,86.72,108.71,107.23
2011-08-03,91.77,113.4,109.59
2011-08-02,93.77,116.37,109.98
2011-08-01,95.1,116.45,113.21
2011-07-29,95.78,116.23,111.1
2011-07-28,97.33,117.68,112.28
2011-07-27,97.38,117.72,112.27
2011-07-26,99.58,118.17,112.31
2011-07-25,99.1,118.09,112.09
2011-07-22,99.71,118.89,112.34
2011-07-21,99.09,118.39,111.5
2011-07-20,98.17,118.51,112.1
2011-07-19,97.65,117.74,111.07
2011-07-18,95.98,116.75,110.89
2011-07-15,97.3,117.78,109.8
2011-07-14,95.72,117.96,110.82
2011-07-13,97.92,119.23,111.55
2011-07-12,97.18,117.75,109.01
2011-07-11,95.11,117.1,110.32
2011-07-08,96.23,118.04,111.89
2011-07-07,98.56,118.1,108.47
2011-07-06,96.64,113.68,106.52
2011-07-05,96.86,113.55,105.1
2011-07-04,95.815,111.29,106.15
2011-07-01,94.77,110.58,105.57
2011-06-30,95.18,111.98,106.75
2011-06-29,94.81,111.74,104.74
2011-06-28,92.77,107.97,102.95
2011-06-27,90.63,105.14,101.07
2011-06-24,91,104.99,101.54
2011-06-23,91.26,107.69,106.14
2011-06-22,95.03,113.99,105.6
2011-06-21,93.28,111.53,106.87
2011-06-20,93.36,112.04,105.89
2011-06-17,93.01,113.36,105.43
2011-06-16,94.84,114.27,108.25
2011-06-15,94.88,117.85,111.8
2011-06-14,99.31,120.57,111.49
2011-06-13,97.26,120.01,111.41
2011-06-10,99.3,118.79,112.04
2011-06-09,101.85,119.61,111.18
2011-06-08,100.77,118.1,109.41
2011-06-07,99.22,116.59,108.22
2011-06-06,98.86,115.12,108.15
2011-06-03,100.3,115.6,108.21
2011-06-02,100.43,115,107.83
2011-06-01,100.27,115.47,110.13
2011-05-31,102.61,116.81,109.66
2011-05-30,101.595,115.795,108.16
2011-05-27,100.58,114.78,109.16
2011-05-26,100.18,115.02,108.65
2011-05-25,101.1,114.77,105.48
2011-05-24,99.35,112.52,105.49
2011-05-23,97.38,109.98,104.01
2011-05-20,99.46,111.69,106.21
2011-05-19,98.39,112.19,106.44
2011-05-18,99.95,112.51,105.44
2011-05-17,97.03,109.68,105.765
2011-05-16,97.3,113.28,106.09
2011-05-13,99.52,113.56,107.74
2011-05-12,98.84,112.98,105.11
2011-05-11,98.57,114.32,110.92
2011-05-10,103.86,117.78,109.25
2011-05-09,102.62,114.81,105.7
2011-05-06,97.45,111.39,100.48
2011-05-05,99.13,112.75,114.4
2011-05-04,109.22,121.4,114.44
2011-05-03,111.04,123.19,117.9
2011-05-02,113.54,124.0466667,118.125
2011-04-29,113.81,124.9033333,118.35
2011-04-28,112.85,125.76,119.23
2011-04-27,112.79,124.98,117.4
2011-04-26,112.18,124.38,117.04
2011-04-25,112.13,124.42,117.57
2011-04-21,112.01,124.51,117.31
2011-04-20,111.15,124.05,115.6
2011-04-19,108,121.32,113.7
2011-04-18,107.26,121.76,115.88
2011-04-15,109.63,123.9,114.82
2011-04-14,108.28,122.8,115.71
2011-04-13,107.13,122.97,113.55
2011-04-12,106.13,121.17,116.22
2011-04-11,109.71,125.37,118.32
2011-04-08,112.6,126.51,116.86
2011-04-07,110.25,122.8,115.22
2011-04-06,108.75,122.87,115.05
2011-04-05,108.04,122.84,113.54
2011-04-04,108.55,120.91,112.7
2011-04-01,108,118.64,111.08
2011-03-31,106.74,117.14,109.4
2011-03-30,104.24,115.15,108.72
2011-03-29,104.4,115.41,107.92
2011-03-28,104.05,115.5,108.66
2011-03-25,105.28,115.59,109.41
2011-03-24,105.26,115.52,109.42
2011-03-23,105.48,115.57,109.65
2011-03-22,104.2,115.57,108.44
2011-03-21,102.4,115.08,108.75
2011-03-18,101.22,113.98,110.11
2011-03-17,101.45,114.49,106.1
2011-03-16,98.16,110.75,104.19
2011-03-15,97.39,109.83,105.82
2011-03-14,101.24,113.43,105.97
2011-03-11,100.98,113.88,108.3
2011-03-10,102.68,114.68,110.55
2011-03-09,104.26,115.59,108.45
2011-03-08,105.05,112.94,109.09
2011-03-07,105.54,115.55,111.18
2011-03-04,104.52,115.69,110.65
2011-03-03,101.88,114.63,109.82
2011-03-02,102.21,116.39,109.04
2011-03-01,99.65,114.33,106.44
2011-02-28,97.04,112.23,107.41
2011-02-25,97.42,111.95,107
2011-02-24,96.43,112.34,110.77
2011-02-23,97.28,110.73,104.33
2011-02-22,93.8,106.31,103.72
2011-02-21,89.99,105.02,100.36
2011-02-18,86.18,102.29,98.96
2011-02-17,86.33,103.05,99.56
2011-02-16,84.98,103.25,98.03
2011-02-15,84.33,102.1,99.29
2011-02-14,84.93,103.15,97.23
2011-02-11,85.49,100.75,97.94
2011-02-10,86.69,100.88,97.92
2011-02-09,86.76,101.03,96.83
2011-02-08,87.05,99.49,96.07
2011-02-07,87.51,99.33,96.06
2011-02-04,89.01,99.55,96.41
2011-02-03,90.6,101.63,96.76
2011-02-02,90.95,101.8,97.11
2011-02-01,90.74,101.1,95.71
2011-01-31,92.22,100.14,94.57
2011-01-28,89.29,98.41,93.44
2011-01-27,85.62,97.02,93.33
2011-01-26,87.4,96.99,91.9
2011-01-25,85.66,94.92,92.01
2011-01-24,87.25,96.78,93.21
2011-01-21,88.53,97.13,92.53
2011-01-20,88.75,96.29,93.17
2011-01-19,90.82,98.18,93.46
2011-01-18,91.34,97.81,93.29
2011-01-17,91.43,97.58,93.01
2011-01-14,91.52,98.46,93.23
2011-01-13,91.34,97.9,93.85
2011-01-12,91.78,97.95,94.23
2011-01-11,91.14,97.25,91.82
2011-01-10,89.34,95.42,90.32
2011-01-07,88.1,93.66,90.35
2011-01-06,89.38,94.78,92
2011-01-05,90.34,95.31,89.7
2011-01-04,89.34,93.62,91.59
2011-01-01,91.65,93.67,90.195
2010-12-31,91.4,93.72,88.8
2010-12-30,89.67,92.82,90.35
2010-12-29,91.07,94.06,90.56
2010-12-28,91.36,93.99666667,90.62
2010-12-27,90.99,93.93333333,91.1
2010-12-24,91.08,93.87,91.58
2010-12-23,91.17,93.92,90.39
2010-12-22,90.11,93.54,90.63
2010-12-21,89.46,93.16,90.31
2010-12-20,88.75,92.03,89.34
2010-12-17,87.96,91.4,89.58
2010-12-16,87.73,91.54,89.6
2010-12-15,88.51,91.86,88.26
2010-12-14,88.21,91.02,88.89
2010-12-13,88.59,91.34,88.74
2010-12-10,87.75,90.03,88.66
2010-12-09,88.4,90.49,88.8
2010-12-08,88.36,90.37,87.37
2010-12-07,88.68,91.14,88.27
2010-12-06,89.4,91.34,88.52
2010-12-03,89.24,91.21,87
2010-12-02,87.99,90.08,86.16
2010-12-01,86.71,88.08,84.07
2010-11-30,84.82,86.02,84.53
2010-11-29,85.68,86.76,83.99
2010-11-26,84.89666667,85.1,83.23
2010-11-25,84.11333333,85.84,83.3
2010-11-24,83.33,85.13,81.31
2010-11-23,81.11,82.79,81.34
2010-11-22,81.44,83.26,83.03
2010-11-19,81.47,83.78,82.94
2010-11-18,81.86,84.46,81.98
2010-11-17,80.39,83.45,82.93
2010-11-16,83.48,84.36,83.88
2010-11-15,84.97,86.14,84.43
2010-11-12,84.91,86.15,84.6
2010-11-11,87.79,88.42,86.57
2010-11-10,87.79,88.42,85.71
2010-11-09,86.62,88.11,85.41
2010-11-08,87.07,87.8,85.04
2010-11-05,86.86,87.53,84.87
2010-11-04,86.54,87.55,84.7
2010-11-03,84.75,85.82,82.9
2010-11-02,83.87,85.13,82.24
2010-11-01,82.9,84.47,80.53
2010-10-29,81.39,82.89,79.86
2010-10-28,82.13,83.31,80.23
2010-10-27,81.92,82.24,79.83
2010-10-26,82.55,83.17,79.96
2010-10-25,82.25,83.01,80.96
2010-10-22,81.46,82.54,79.06
2010-10-21,80.32,81.52,80.39
2010-10-20,81.78,82.56,78.95
2010-10-19,79.52,81.11,80.77
2010-10-18,83.16,83.36,78.65
2010-10-15,81.26,82.18,80.72
2010-10-14,82.59,84.03,81.58
2010-10-13,83.01,84.35,81.21
2010-10-12,81.67,83.17,79.79
2010-10-11,82.26,83.63,80.92
2010-10-08,82.68,83.96,79.58
2010-10-07,81.55,83.53,82
2010-10-06,83.24,85.11,81.58
2010-10-05,82.82,84.24,80.15
2010-10-04,81.57,83.54,80.09
2010-10-01,81.55,83.43,79.7
2010-09-30,79.95,81.62,77.24
2010-09-29,77.8,79.89,75.79
2010-09-28,76.15,78.94,74.67
2010-09-27,76.46,78.23,75.83
2010-09-24,75.1,78.7,75.07
2010-09-23,73.25,77.42,74.8
2010-09-22,72.95,77.53,75.38
2010-09-21,73.09,78.77,76.37
2010-09-20,74.86,79.48,75.43
2010-09-17,73.63,77.33,76.26
2010-09-16,74.59,78,76.25
2010-09-15,75.64,78.72,75.91
2010-09-14,76.7,79.17,75.89
2010-09-13,77.28,78.6,75.42
2010-09-10,76.45,77.62,75.375
2010-09-09,74.26,77.87,75.33
2010-09-08,74.81,77.44,74.58
2010-09-07,73.94,75.8,73.74
2010-09-06,74.15,76.2,74.36
2010-09-03,74.36,75.05,74.25
2010-09-02,75,74.97,73.81
2010-09-01,74.02,75.49,72.89
2010-08-31,71.8,75.69,72.76
2010-08-30,74.53,75.53,73.43
2010-08-27,75.23,75.37,72.08
2010-08-26,73.37,74.47,71.43
2010-08-25,72.07,71.96,70.58
2010-08-24,71.21,71.33,70.62
2010-08-23,72.73,72.68,71.65
2010-08-20,73.49,73.53,72.68
2010-08-19,74.52,74.85,74.03
2010-08-18,75.37,75.26,73.58
2010-08-17,75.75,76.71,73.04
2010-08-16,75.15,74.61,72.5
2010-08-13,75.4,75.12,73.14
2010-08-12,75.94,76.69,74.28
2010-08-11,77.97,77.64,76.22
2010-08-10,80.13,79.63,77.13
2010-08-09,81.83,81.35,77.78
2010-08-06,79.97,81.37,78.43
2010-08-05,82.19,82.36,78.59
2010-08-04,82.45,83.65,78.22
2010-08-03,82.48,83.83,77.22
2010-08-02,81.73,82.42,76.01
2010-07-30,78.53,78.64,73.75
2010-07-29,78.59,79.06,73.4
2010-07-28,76.82,76.95,73.18
2010-07-27,77.63,76.84,74.36
2010-07-26,78.91,78.68,73.68
2010-07-23,78.84,77.28,74.58
2010-07-22,79.04,78.16,72.43
2010-07-21,76.3,75.86,73.66
2010-07-20,77.27,76.48,73.16
2010-07-19,76.71,76.56,72.68
2010-07-16,75.93,75.65,73.41
2010-07-15,76.63,75.87,73.63
2010-07-14,76.79,77.09,74.15
2010-07-13,77.34,76.62,71.69
2010-07-12,74.29,74.21,72.68
2010-07-09,76.12,75.45,73.21
2010-07-08,75.66,74.39,72.08
2010-07-07,74.25,72.98,69.29
2010-07-06,72.27,72.99,70.06
2010-07-05,72.08,71.23,69.88
2010-07-02,71.89,72.24,70.52
2010-07-01,72.52,72.09,71.85
2010-06-30,75.77,74.98,73.14
2010-06-29,75.82,74.19,73.7
2010-06-28,78.14,77.93,75.7
2010-06-25,78.7,76.34,73.9
2010-06-24,76.15,75.28,73.77
2010-06-23,75.66,75.94,75.76
2010-06-22,77.24,78.04,75.76
2010-06-21,77.45,78.53,77
2010-06-18,77.51,77.22,76.11
2010-06-17,76.45,77.66,76.2
2010-06-16,77.75,75.83,74.89
2010-06-15,76.82,75.1,73.84
2010-06-14,75.01,75.37,74.64
2010-06-11,73.12,73.21,74.03
2010-06-10,75.62,74.25,72.91
2010-06-09,74.03,73.75,71.55
2010-06-08,71.89,71.14,71.78
2010-06-07,71.64,70.99,70.86
2010-06-04,71.29,71.87,75.08
2010-06-03,74.15,73.75,74.45
2010-06-02,73.51,73.67,71.85
2010-06-01,72.61,73.16,72.11
2010-05-31,73.395,73.235,73.32
2010-05-28,74.18,73.31,72.085
2010-05-27,74.54,73.21,70.85
2010-05-26,70.94,70,69.19
2010-05-25,65.59,67.61,68.28
2010-05-24,66.25,69.48,70.22
2010-05-21,67.42,70.57,67.7
2010-05-20,68.1,69.5,72.22
2010-05-19,70.65,71.29,72.28
2010-05-18,69.24,74.76,75.22
2010-05-17,70.31,73.48,75.89
2010-05-14,71.77,76.27,79.23
2010-05-13,74.28,79.51,81.35
2010-05-12,75.6,78.81,80.97
2010-05-11,75.92,79.25,79.28
2010-05-10,77.1,78.3,80.76
2010-05-07,73.79,76.71,79.24
2010-05-06,79.88,80.07,81.38
2010-05-05,79.77,82.2,83.98
2010-05-04,82.77,84.9,87.4
2010-05-03,86.17,85.34,86.13
2010-04-30,86.15,85.78,85.78
2010-04-29,85.19,86.53,84.6
2010-04-28,83.37,84.45,83.38
2010-04-27,82.27,85.86,84.67
2010-04-26,83.92,86.78,85.4
2010-04-23,84.4,86.51,83.74
2010-04-22,82.91,84.66,84.06
2010-04-21,83.15,84.52,83.46
2010-04-20,82.98,84.72,83.16
2010-04-19,81.66,83.19,82.47
2010-04-16,83.14,85,84.86
2010-04-15,85.42,86.05,84.41
2010-04-14,86,85.68,83.48
2010-04-13,84.01,83.37,82.98
2010-04-12,84.4,84.62,83.57
2010-04-09,84.13,83.51,83.7
2010-04-08,87.14,83.48,83.55
2010-04-07,85.55,84.89,83.63
2010-04-06,86.84,85.78,83.2
2010-04-05,86.64,84.305,82.3
2010-04-01,85.19,82.83,80.14
2010-03-31,83.43,80.3,78.71
2010-03-30,82.45,79.68,78.56
2010-03-29,82.35,80.15,77.35
2010-03-26,80.04,77.65,77.67
2010-03-25,80.3,79.01,77.27
2010-03-24,80.2,78.18,77.45
2010-03-23,81.48,79.39,77.47
2010-03-22,81.52,78.27,76.65
2010-03-19,80.6,77.94,78.09
2010-03-18,82.19,80.14,77.67
2010-03-17,82.75,80.49,77.95
2010-03-16,81.8,79.69,75.81
2010-03-15,79.73,77.2,77.35
2010-03-12,81.21,79.34,78.31
2010-03-11,82.22,79.44,77.87
2010-03-10,82.09,80.03,77.52
2010-03-09,81.38,78.91,77.65
2010-03-08,81.68,79.26,78.18
2010-03-05,81.65,79.29,77.05
2010-03-04,80.4,77.43,76.6
2010-03-03,80.76,79.68,76.09
2010-03-02,79.86,77.4,75.16
2010-03-01,78.69,76.89,76.5
2010-02-26,79.66,76.36,74.29
2010-02-25,78,74.1,76
2010-02-24,79.64,77.13,75.41
2010-02-23,78.81,76.42,76.66
2010-02-22,79.99,77.23,76.65
2010-02-19,79.88,76.64,74.99
2010-02-18,78.93,76.56,74.03
2010-02-17,77.37,74.84,75.07
2010-02-16,77.06,74.77,74.31666667
2010-02-15,75.64,71.99,73.56333333
2010-02-12,74.22,71.34,72.81
2010-02-11,75.19,72.5,72.31
2010-02-10,74.45,70.92,71.39
2010-02-09,73.89,70.18,70.06
2010-02-08,71.52,69.81,69.46
2010-02-05,71.98,70.72,70.62
2010-02-04,72.96,72.8,74.78
2010-02-03,76.9,76.05,76
2010-02-02,77.21,74.23,72.91
2010-02-01,74.8,71.85,71.28
2009-12-31,79.35,78,78.04
2009-12-30,79.33,77.54,77.44
2009-12-29,78.85,76.93,76.95
2009-12-28,78.57,75.735,75.53
2009-12-24,77.54,74.54,75.26
2009-12-23,75.25,74.03,72.91
2009-12-22,73.53,71.59,72.33
2009-12-21,72.23,72.88,73.06
2009-12-18,72.97,72.09,72.98
2009-12-17,72.68,71.56,73.26
2009-12-16,72.55,73.35,73.19
2009-12-15,70.71,71.5,72.17
2009-12-14,69.67,71.13,72.31
2009-12-11,69.79,70.31,73.15
2009-12-10,70.36,69.36,73.74
2009-12-09,70.3,76.6,76.58
2009-12-08,73.91,74.57,77.4
2009-12-07,73.77,75.85,78.18
2009-12-04,75.8,77.86,78.38
2009-12-03,76.28,77.83,79.39
2009-12-02,76.65,77.1,79.7
2009-12-01,78.31,78.84,79.34
2009-11-30,77.63,76.61,77.71
2009-11-27,77.22666667,76.1,77.65
2009-11-26,76.82333333,76.52,77.59
2009-11-25,76.42,76.58,76.96
2009-11-24,75.05,75.43,77.16
2009-11-23,76.6,78.26,78.02
2009-11-20,76.67,75.83,77.59
2009-11-19,77.62,76.76,78.7
2009-11-18,79.6,79.03,79.02
2009-11-17,79.17,77.31,78.29
2009-11-16,78.78,77.35,77.34
2009-11-13,76.48,75.12,77.19
2009-11-12,76.67,75.29,78.4
2009-11-11,79.3,77.07,78.1
2009-11-10,79.1,77.13,77.37
2009-11-09,79.4,77.25,77.27
2009-11-06,77.39,74.91,78.74
2009-11-05,79.63,78.16,78.45
2009-11-04,80.83,78.51,78.21
2009-11-03,79.79,75.77,76.17
2009-11-02,77.03,75.88,75.51
2009-10-30,76.95,75.19,77.09
2009-10-29,80.12,77.39,75.52
2009-10-28,77.44,75.25,76.88
2009-10-27,79.44,77.11,76.76
2009-10-26,78.81,76.19,77.85
2009-10-23,79.77,77.53,78.52
2009-10-22,80.84,78.27,77.8
2009-10-21,81.22,77.48,75.8
2009-10-20,78.64,76.17,76.38
2009-10-19,79.31,76.46,76.03
2009-10-16,78.68,74.97,75.3
2009-10-15,77.57,73.47,73.4
2009-10-14,75.18,72.13,72.56
2009-10-13,74.2,70.7,71.54
2009-10-12,72.9,70.56,70.3
2009-10-09,72.32,69.21,69.07
2009-10-08,71.49,68.45,67.67
2009-10-07,69.64,67.58,68.72
2009-10-06,71.08,68.39,68.48
2009-10-05,70.58,65.49,67.68
2009-10-02,69.89,66.58,68.08
2009-10-01,70.77,67.25,68.27
2009-09-30,70.28,65.83,65.33
2009-09-29,66.59,64.41,64.98
2009-09-28,66.9,65.2,64.02
2009-09-25,65.76,64.76,64.74
2009-09-24,65.84,64.93,66.58
2009-09-23,68.65,67.35,69.61
2009-09-22,71.62,69.64,68.66
2009-09-21,69.51,68.14,69.295
2009-09-18,71.92,70.24,69.93
2009-09-17,72.61,70.79,70.62
2009-09-16,72.53,68.41,68.77
2009-09-15,70.94,66.16,67.2
2009-09-14,68.78,66.3,67.05
2009-09-11,69.22,68.44,69.21
2009-09-10,72.02,68.87,69.96
2009-09-09,71.3,69.85,69.13
2009-09-08,71.32,69.15,67.3
2009-09-07,67.96,66.46,66.92
2009-09-04,67.89,65.77,66.98
2009-09-03,67.91,66.61,67.76
2009-09-02,68.04,67.85,67.09
2009-09-01,68.5,68.74,69.19
2009-08-31,69.39,70.94,70.36
2009-08-28,72.96,73.14,71.5
2009-08-27,72.72,70.95,70.11
2009-08-26,71.36,70.79,70.88
2009-08-25,71.57,72.91,72.09
2009-08-24,73.73,74.3,72.67
2009-08-21,73.5,73.77,71.77
2009-08-20,72.41,73.91,72.73
2009-08-19,72.34,73.27,70.08
2009-08-18,69.15,70.74,69.3
2009-08-17,66.63,68.98,68.49
2009-08-14,67.34,71.35,72.6
2009-08-13,70.97,73.82,72.24
2009-08-12,70.25,73.06,70.82
2009-08-11,69.36,71.77,71.82
2009-08-10,70.92,73.45,71.77
2009-08-07,70.8,74.5,71.72
2009-08-06,71.99,74.77,73.17
2009-08-05,71.82,74.72,72.38
2009-08-04,71.53,73.87,71.21
2009-08-03,71.47,73.37,71.36
2009-07-31,69.13,69.96,67.78
2009-07-30,67.37,68.89,64.71
2009-07-29,62.83,65.98,66.63
2009-07-28,66.5,68.75,68.79
